CAS,SMILES,Experimental value [log(L/kg)],NumAromaticRings,NumHAcceptors,NumHeteroatoms,NumRotatableBonds,NumValenceElectrons,qed,TPSA,MolMR,BalabanJ,BertzCT,fr_COO,fr_COO2,fr_halogen,MolWt,MolLogP
120928-09-8,n1cnc3ccccc3(c1OCCc2ccc(cc2)C(C)(C)C),2.844,3,3,3,4,118,0.709080297,35.01,93.879,1.648455411,783.3458892,0,0,0,306.409,4.5488
114369-43-6,N#CC(c1ccccc1)(Cn2ncnc2)CCc3ccc(cc3)Cl,2.204,3,4,5,6,120,0.682628264,54.5,93.528,1.886449909,806.8329428,0,0,1,336.826,4.02588
13356-08-6,O([Sn](CC(c1ccccc1)(C)C)(CC(c2ccccc2)(C)C)CC(c3ccccc3)(C)C)[Sn](CC(c4ccccc4)(C)C)(CC(c5ccccc5)(C)C)CC(c6ccccc6)(C)C,2.863,6,1,3,20,332,0.069258563,9.23,278.243,1.694083336,1869.05449,0,0,0,1052.705,16.7608
126833-17-8,O=C(Nc1ccc(O)c(c1Cl)Cl)C2(C)(CCCCC2),2.199,1,2,5,2,104,0.78385225,49.33,77.9485,2.169336128,496.4644859,0,0,2,302.201,4.6079
66441-23-4,O=C(OCC)C(Oc3ccc(Oc1nc2ccc(cc2(o1))Cl)cc3)C,0.69,3,6,7,6,130,0.597202989,70.79,92.258,1.660184252,874.8087392,0,0,1,361.781,4.6039
79127-80-3,O=C(OCC)NCCOc2ccc(Oc1ccccc1)cc2,2.332,2,4,5,7,116,0.793809662,56.79,83.4777,1.737291997,568.9726261,0,0,0,301.342,3.6038
N.A.,N#CC(OC(=O)C1C(C)(C)C1(C)(C))c3cccc(Oc2ccccc2)c3,3.041,2,4,4,5,134,0.690078528,59.32,98.456,1.738946238,835.1911238,0,0,0,349.43,5.26898
134098-61-6,O=C(OC(C)(C)C)c1ccc(cc1)CON=Cc3c(nn(c3(Oc2ccccc2))C)C,3.204,3,7,7,7,162,0.303936744,74.94,118.4545,1.608971621,1048.923618,0,0,0,421.497,5.02682
900-95-8,O=C(O[Sn](c1ccccc1)(c2ccccc2)c3ccccc3)C,3.398,3,2,3,4,114,0.618505039,26.3,95.748,2.323266162,673.8476155,0,0,0,409.073,2.2166
79622-59-6,O=[N+]([O-])c2cc(c(c(c2(Nc1ncc(cc1Cl)C(F)(F)F))[N+](=O)[O-])Cl)C(F)(F)F,3.011,2,6,16,4,156,0.33771151,111.2,87.2945,2.739217712,1012.264619,0,0,8,465.093,5.986
131341-86-1,N#Cc1c[nH]cc1c3cccc2OC(F)(F)Oc23,2.563,2,3,6,1,90,0.843643438,58.04,57.1467,2.174022074,658.3372888,0,0,2,248.188,2.87488
142459-58-3,O=C(N(c1ccc(F)cc1)C(C)C)COc2nnc(C(F)(F)F)s2,1.854,2,5,10,5,130,0.763089426,55.32,79.428,2.058570767,700.7902714,0,0,4,363.336,3.5164
2164-17-2,O=C(Nc1cccc(c1)C(F)(F)F)N(C)C,1.606,1,1,6,1,88,0.79288125,32.34,54.1497,2.875199039,387.8956862,0,0,3,232.205,2.7989
361377-29-9,Fc2c(ncnc2(Oc1ccccc1Cl))Oc4ccccc4(C(=NOC)C3=NOCCO3),1.717,3,9,11,7,164,0.377774995,96.65,112.917,1.663260309,1174.431881,0,0,2,458.833,4.5645
136426-54-5,O=C2c4cc(F)ccc4(N=C(n1ncnc1)N2c3ccc(cc3Cl)Cl),1.94,4,6,9,2,124,0.537926921,65.6,92.235,2.149831727,1157.364125,0,0,3,376.178,3.4123
61213-25-0,O=C2N(c1cccc(c1)C(F)(F)F)CC(CCl)C2Cl,2.465,1,1,7,2,104,0.765347074,20.31,67.648,2.307280069,492.1079942,0,0,5,312.118,3.5144
56425-91-3,FC(F)(F)Oc1ccc(cc1)C(O)(c2cncnc2)C(C)C,1.545,2,4,7,4,118,0.941210379,55.24,72.9938,2.383382761,614.9347281,0,0,3,312.291,3.2671
96525-23-4,O=C2C(c1cccc(c1)C(F)(F)F)=C(OC2c3ccccc3)NC,1.439,2,3,6,3,124,0.924717506,38.33,82.6987,2.017452062,797.4112141,0,0,3,333.309,3.934
66332-96-5,O=C(Nc1cccc(OC(C)C)c1)c2ccccc2C(F)(F)F,2,2,2,6,4,122,0.881959465,38.33,81.6032,2.23461549,696.2329896,0,0,3,323.314,4.7449
133-07-3,O=C1c2ccccc2(C(=O)N1SC(Cl)(Cl)Cl),1.748,1,3,7,1,84,0.453366373,37.38,64.823,2.356719301,437.0670566,0,0,3,296.562,3.2585
98886-44-3,O=C1N(CCS1)P(=O)(OCC)SC(C)CC,0.505,0,5,7,6,94,0.693185878,46.61,71.1365,2.781716317,300.4786852,0,0,0,283.355,3.8315
1071-83-6,O=C([O-])CNCP(=O)(O)O,-0.301,0,4,7,4,60,0.39878584,109.69,29.9208,3.38633764,162.2759985,1,1,0,168.065,-2.5389
78587-05-0,O=C(NC1CCCCC1)N3C(=O)SC(c2ccc(cc2)Cl)C3C,3.041,1,3,6,2,124,0.816031041,49.41,93.8857,1.686388,586.7610929,0,0,1,352.887,4.9807
67485-29-4,FC(F)(F)c3ccc(C=CC(=NNC1=NCC(C)(C)CN1)C=Cc2ccc(cc2)C(F)(F)F)cc3,4.543,2,4,10,5,186,0.287896323,48.78,125.6124,1.801213279,1053.03239,0,0,6,494.483,6.3818
173584-44-6,O=C(OC)N(C(=O)N2N=C3c1ccc(cc1CC3(OC2)(C(=O)OC))Cl)c4ccc(OC(F)(F)F)cc4,2.716,2,8,14,3,190,0.553252121,106.97,117.636,1.704101449,1252.438234,0,0,4,527.839,4.0933
36734-19-7,O=C(NC(C)C)N2C(=O)N(c1cc(cc(c1)Cl)Cl)C(=O)C2,1.845,1,3,8,2,112,0.847903458,69.72,79.7177,2.27951012,598.4290902,0,0,2,330.171,2.88
140923-17-7,O=C(OC(C)C)NC(C(=O)NC(c1ccc(cc1)C)C)C(C)C,1,1,3,5,6,128,0.844581122,67.43,91.1154,2.699749145,523.5731649,0,0,0,320.433,3.33142
82558-50-7,O=C(Nc1onc(c1)C(C)(CC)CC)c2c(OC)cccc2(OC),1.848,2,5,6,7,130,0.82866406,73.59,91.9362,2.2714881,682.5443653,0,0,0,332.4,4.0218
141112-29-0,O=C(c1cnoc1C2CC2)c3ccc(cc3S(=O)(=O)C)C(F)(F)F,1.041,2,5,9,4,128,0.783664161,77.24,76.4643,2.129294423,911.0406501,0,0,3,359.325,3.2053
18854-01-8,n1oc(cc1OP(OCC)(OCC)=S)c2ccccc2,2.863,2,6,7,7,108,0.719699148,53.72,80.104,2.145092887,577.0669089,0,0,0,313.315,4.0179
143390-89-0,O=C(OC)C(=NOC)c1ccccc1COc2ccccc2C,2.342,2,5,5,6,120,0.467005701,57.12,87.515,2.28284971,709.6727028,0,0,0,313.353,3.09752
374726-62-2,O=C(NCCc1ccc(OCC#C)c(OC)c1)C(OCC#C)c2ccc(cc2)Cl,1.681,2,4,6,10,150,0.608597252,56.79,113.0137,1.980197153,896.5743457,0,0,1,411.885,3.4104
110235-47-7,C(#CC)c1nc(nc(c1)C)Nc2ccccc2,2.447,2,3,3,2,84,0.795366041,37.81,69.0457,2.289333049,565.0114606,0,0,0,223.279,2.90002
15302-91-7,C[N+]1(C)(CCCCC1),0.301,0,0,1,0,48,0.415670172,0,35.6934,2.327882879,68.45601116,0,0,0,114.212,1.2467
57837-19-1,O=C(OC)C(N(C(=O)COC)c1c(cccc1C)C)C,0.845,1,4,5,5,110,0.771791531,55.84,76.756,3.299966764,478.3969225,0,0,0,279.336,1.84434
108-62-3,O1C(OC(OC(OC1C)C)C)C,1.041,0,4,4,0,72,0.559467359,36.92,42.188,2.450052922,99.01955001,0,0,0,176.212,1.4504
